timestamp,best_bid,best_ask,bid_orders,ask_orders
0.003968253968253968,,100.40548322298666,[],"[{""order_id"": 1, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.40548322298666, ""quantity"": 1, ""timestamp"": 0.003968253968253968}]"
0.007936507936507936,99.02389054596594,100.40548322298666,"[{""order_id"": 2, ""side"": ""bid"", ""order_type"": ""limit"", ""price"": 99.02389054596594, ""quantity"": 1, ""timestamp"": 0.007936507936507936}]","[{""order_id"": 1, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.40548322298666, ""quantity"": 1, ""timestamp"": 0.003968253968253968}]"
0.011904761904761904,99.02389054596594,100.40548322298666,"[{""order_id"": 2, ""side"": ""bid"", ""order_type"": ""limit"", ""price"": 99.02389054596594, ""quantity"": 1, ""timestamp"": 0.007936507936507936}, {""order_id"": 3, ""side"": ""bid"", ""order_type"": ""limit"", ""price"": 99.00705598019506, ""quantity"": 1, ""timestamp"": 0.011904761904761904}]","[{""order_id"": 1, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.40548322298666, ""quantity"": 1, ""timestamp"": 0.003968253968253968}]"
0.015873015873015872,99.02389054596594,100.40548322298666,"[{""order_id"": 2, ""side"": ""bid"", ""order_type"": ""limit"", ""price"": 99.02389054596594, ""quantity"": 1, ""timestamp"": 0.007936507936507936}, {""order_id"": 3, ""side"": ""bid"", ""order_type"": ""limit"", ""price"": 99.00705598019506, ""quantity"": 1, ""timestamp"": 0.011904761904761904}]","[{""order_id"": 1, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.40548322298666, ""quantity"": 1, ""timestamp"": 0.003968253968253968}, {""order_id"": 4, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.57425427808852, ""quantity"": 1, ""timestamp"": 0.015873015873015872}]"
0.01984126984126984,99.02389054596594,100.40548322298666,"[{""order_id"": 2, ""side"": ""bid"", ""order_type"": ""limit"", ""price"": 99.02389054596594, ""quantity"": 1, ""timestamp"": 0.007936507936507936}, {""order_id"": 3, ""side"": ""bid"", ""order_type"": ""limit"", ""price"": 99.00705598019506, ""quantity"": 1, ""timestamp"": 0.011904761904761904}]","[{""order_id"": 1, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.40548322298666, ""quantity"": 1, ""timestamp"": 0.003968253968253968}, {""order_id"": 4, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.57425427808852, ""quantity"": 1, ""timestamp"": 0.015873015873015872}, {""order_id"": 5, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.85660922185698, ""quantity"": 1, ""timestamp"": 0.01984126984126984}]"
0.023809523809523808,99.02389054596594,100.40548322298666,"[{""order_id"": 2, ""side"": ""bid"", ""order_type"": ""limit"", ""price"": 99.02389054596594, ""quantity"": 1, ""timestamp"": 0.007936507936507936}, {""order_id"": 3, ""side"": ""bid"", ""order_type"": ""limit"", ""price"": 99.00705598019506, ""quantity"": 1, ""timestamp"": 0.011904761904761904}]","[{""order_id"": 1, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.40548322298666, ""quantity"": 1, ""timestamp"": 0.003968253968253968}, {""order_id"": 4, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.57425427808852, ""quantity"": 1, ""timestamp"": 0.015873015873015872}, {""order_id"": 5, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.85660922185698, ""quantity"": 1, ""timestamp"": 0.01984126984126984}, {""order_id"": 6, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.9399136082117, ""quantity"": 1, ""timestamp"": 0.023809523809523808}]"
0.027777777777777776,99.90531034025933,100.40548322298666,"[{""order_id"": 7, ""side"": ""bid"", ""order_type"": ""limit"", ""price"": 99.90531034025933, ""quantity"": 1, ""timestamp"": 0.027777777777777776}, {""order_id"": 2, ""side"": ""bid"", ""order_type"": ""limit"", ""price"": 99.02389054596594, ""quantity"": 1, ""timestamp"": 0.007936507936507936}, {""order_id"": 3, ""side"": ""bid"", ""order_type"": ""limit"", ""price"": 99.00705598019506, ""quantity"": 1, ""timestamp"": 0.011904761904761904}]","[{""order_id"": 1, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.40548322298666, ""quantity"": 1, ""timestamp"": 0.003968253968253968}, {""order_id"": 4, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.57425427808852, ""quantity"": 1, ""timestamp"": 0.015873015873015872}, {""order_id"": 5, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.85660922185698, ""quantity"": 1, ""timestamp"": 0.01984126984126984}, {""order_id"": 6, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.9399136082117, ""quantity"": 1, ""timestamp"": 0.023809523809523808}]"
0.031746031746031744,99.90531034025933,100.40548322298666,"[{""order_id"": 7, ""side"": ""bid"", ""order_type"": ""limit"", ""price"": 99.90531034025933, ""quantity"": 1, ""timestamp"": 0.027777777777777776}, {""order_id"": 2, ""side"": ""bid"", ""order_type"": ""limit"", ""price"": 99.02389054596594, ""quantity"": 1, ""timestamp"": 0.007936507936507936}, {""order_id"": 3, ""side"": ""bid"", ""order_type"": ""limit"", ""price"": 99.00705598019506, ""quantity"": 1, ""timestamp"": 0.011904761904761904}]","[{""order_id"": 1, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.40548322298666, ""quantity"": 1, ""timestamp"": 0.003968253968253968}, {""order_id"": 4, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.57425427808852, ""quantity"": 1, ""timestamp"": 0.015873015873015872}, {""order_id"": 5, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.85660922185698, ""quantity"": 1, ""timestamp"": 0.01984126984126984}, {""order_id"": 6, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.9399136082117, ""quantity"": 1, ""timestamp"": 0.023809523809523808}, {""order_id"": 8, ""side"": ""ask"", ""order_type"": ""market"", ""price"": null, ""quantity"": 1, ""timestamp"": 0.031746031746031744}]"
0.03571428571428571,99.90531034025933,100.40548322298666,"[{""order_id"": 7, ""side"": ""bid"", ""order_type"": ""limit"", ""price"": 99.90531034025933, ""quantity"": 1, ""timestamp"": 0.027777777777777776}, {""order_id"": 2, ""side"": ""bid"", ""order_type"": ""limit"", ""price"": 99.02389054596594, ""quantity"": 1, ""timestamp"": 0.007936507936507936}, {""order_id"": 3, ""side"": ""bid"", ""order_type"": ""limit"", ""price"": 99.00705598019506, ""quantity"": 1, ""timestamp"": 0.011904761904761904}]","[{""order_id"": 1, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.40548322298666, ""quantity"": 1, ""timestamp"": 0.003968253968253968}, {""order_id"": 4, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.57425427808852, ""quantity"": 1, ""timestamp"": 0.015873015873015872}, {""order_id"": 5, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.85660922185698, ""quantity"": 1, ""timestamp"": 0.01984126984126984}, {""order_id"": 6, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.9399136082117, ""quantity"": 1, ""timestamp"": 0.023809523809523808}, {""order_id"": 9, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 101.87065451771298, ""quantity"": 1, ""timestamp"": 0.03571428571428571}, {""order_id"": 8, ""side"": ""ask"", ""order_type"": ""market"", ""price"": null, ""quantity"": 1, ""timestamp"": 0.031746031746031744}]"
0.03968253968253968,99.90531034025933,100.57425427808852,"[{""order_id"": 7, ""side"": ""bid"", ""order_type"": ""limit"", ""price"": 99.90531034025933, ""quantity"": 1, ""timestamp"": 0.027777777777777776}, {""order_id"": 2, ""side"": ""bid"", ""order_type"": ""limit"", ""price"": 99.02389054596594, ""quantity"": 1, ""timestamp"": 0.007936507936507936}, {""order_id"": 3, ""side"": ""bid"", ""order_type"": ""limit"", ""price"": 99.00705598019506, ""quantity"": 1, ""timestamp"": 0.011904761904761904}]","[{""order_id"": 4, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.57425427808852, ""quantity"": 1, ""timestamp"": 0.015873015873015872}, {""order_id"": 5, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.85660922185698, ""quantity"": 1, ""timestamp"": 0.01984126984126984}, {""order_id"": 6, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 100.9399136082117, ""quantity"": 1, ""timestamp"": 0.023809523809523808}, {""order_id"": 9, ""side"": ""ask"", ""order_type"": ""limit"", ""price"": 101.87065451771298, ""quantity"": 1, ""timestamp"": 0.03571428571428571}, {""order_id"": 8, ""side"": ""ask"", ""order_type"": ""market"", ""price"": null, ""quantity"": 1, ""timestamp"": 0.031746031746031744}]"
